Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1775592585,50,,Aggregated,50.000000,0.000000,29,49,80,110,390,560,2900,4400,5200,5200,5200,430,0,29,191.5536671372094,1.4500420000000958,5227.5790830000005,392.6511627906977
1775592586,50,,Aggregated,50.000000,0.000000,29,49,80,110,390,560,2900,4400,5200,5200,5200,430,0,29,191.5536671372094,1.4500420000000958,5227.5790830000005,392.6511627906977
1775592587,50,,Aggregated,50.000000,0.000000,29,49,80,110,390,560,2900,4400,5200,5200,5200,430,0,29,191.5536671372094,1.4500420000000958,5227.5790830000005,392.6511627906977
1775592588,50,,Aggregated,50.000000,0.000000,29,49,80,110,390,560,2900,4400,5200,5200,5200,430,0,29,191.5536671372094,1.4500420000000958,5227.5790830000005,392.6511627906977
1775592589,50,,Aggregated,50.000000,0.000000,29,49,80,110,390,560,2900,4400,5200,5200,5200,430,0,29,191.5536671372094,1.4500420000000958,5227.5790830000005,392.6511627906977
1775592590,50,,Aggregated,50.000000,0.000000,29,49,80,110,390,560,2900,4400,5200,5200,5200,430,0,29,191.5536671372094,1.4500420000000958,5227.5790830000005,392.6511627906977
1775592591,50,,Aggregated,50.000000,0.000000,29,49,80,110,390,560,2900,4400,5200,5200,5200,430,0,29,191.5536671372094,1.4500420000000958,5227.5790830000005,392.6511627906977
1775592592,50,,Aggregated,50.000000,0.000000,29,49,80,110,390,560,2900,4400,5200,5200,5200,430,0,29,191.5536671372094,1.4500420000000958,5227.5790830000005,392.6511627906977
1775592593,50,,Aggregated,50.000000,0.000000,29,49,80,110,390,560,2900,4400,5200,5200,5200,430,0,29,191.5536671372094,1.4500420000000958,5227.5790830000005,392.6511627906977
1775592594,50,,Aggregated,0.000000,0.000000,29,56,110,160,650,29000,33000,34000,35000,35000,35000,494,0,29,2118.8931151983816,1.4500420000000958,35158.22775,383.81983805668017
1775592595,50,,Aggregated,0.000000,0.000000,28,52,110,150,700,31000,34000,34000,35000,35000,35000,544,0,27,2411.7980080257344,1.4500420000000958,35158.22775,378.47610294117646
1775592596,50,,Aggregated,1.400000,0.000000,24,50,110,160,2900,32000,34000,34000,37000,37000,37000,595,0,24,2806.372070709244,1.4500420000000958,36546.507542,371.3411764705882
1775592597,50,,Aggregated,8.600000,0.000000,23,49,100,150,2400,32000,34000,34000,37000,37000,37000,607,0,23,2751.095518169687,1.4500420000000958,36546.507542,371.04283360790777
1775592598,50,,Aggregated,8.600000,0.000000,23,49,100,150,2400,32000,34000,34000,37000,37000,37000,607,0,23,2751.095518169687,1.4500420000000958,36546.507542,371.04283360790777
1775592599,50,,Aggregated,8.600000,0.000000,23,49,100,150,2400,32000,34000,34000,37000,37000,37000,607,0,23,2751.095518169687,1.4500420000000958,36546.507542,371.04283360790777
1775592600,50,,Aggregated,8.600000,0.000000,23,49,100,150,2400,32000,34000,34000,37000,37000,37000,607,0,23,2751.095518169687,1.4500420000000958,36546.507542,371.04283360790777
1775592601,50,,Aggregated,8.600000,0.000000,23,49,100,150,2400,32000,34000,34000,37000,37000,37000,607,0,23,2751.095518169687,1.4500420000000958,36546.507542,371.04283360790777
1775592602,50,,Aggregated,8.600000,0.000000,23,49,100,150,2400,32000,34000,34000,37000,37000,37000,607,0,23,2751.095518169687,1.4500420000000958,36546.507542,371.04283360790777
1775592603,50,,Aggregated,8.600000,0.000000,23,49,100,150,2400,32000,34000,34000,37000,37000,37000,607,0,23,2751.095518169687,1.4500420000000958,36546.507542,371.04283360790777
1775592604,50,,Aggregated,8.600000,0.000000,23,49,100,150,2400,32000,34000,34000,37000,37000,37000,607,0,23,2751.095518169687,1.4500420000000958,36546.507542,371.04283360790777
1775592605,50,,Aggregated,8.600000,0.000000,23,49,100,150,2400,32000,34000,34000,37000,37000,37000,607,0,23,2751.095518169687,1.4500420000000958,36546.507542,371.04283360790777
1775592606,50,,Aggregated,8.600000,0.000000,23,49,100,150,2400,32000,34000,34000,37000,37000,37000,607,0,23,2751.095518169687,1.4500420000000958,36546.507542,371.04283360790777
1775592607,50,,Aggregated,8.600000,0.000000,23,49,100,150,2400,32000,34000,34000,37000,37000,37000,607,0,23,2751.095518169687,1.4500420000000958,36546.507542,371.04283360790777
1775592608,50,,Aggregated,8.600000,0.000000,23,49,100,150,2400,32000,34000,34000,37000,37000,37000,607,0,23,2751.095518169687,1.4500420000000958,36546.507542,371.04283360790777
1775592609,50,,Aggregated,8.600000,0.000000,23,49,100,150,2400,32000,34000,34000,37000,37000,37000,607,0,23,2751.095518169687,1.4500420000000958,36546.507542,371.04283360790777
1775592610,50,,Aggregated,8.600000,0.000000,23,49,100,150,2400,32000,34000,34000,37000,37000,37000,607,0,23,2751.095518169687,1.4500420000000958,36546.507542,371.04283360790777
1775592611,50,,Aggregated,8.600000,0.000000,23,49,100,150,2400,32000,34000,34000,37000,37000,37000,607,0,23,2751.095518169687,1.4500420000000958,36546.507542,371.04283360790777
